D000022289,0,Tuttle-Click Automotive Group
D000037387,2315,Saul Ewing LLP
D000000635,0,Brown Brothers Harriman & Co
D000033849,0,Friends of Dennis Cardoza
D000032123,0,Bridgewater Assoc
D000022274,16376,TD Ameritrade
D000022277,2584,Texas Freedom Fund
D000000581,2186,Recording Industry Assn of America
D000035994,14320,Morgan & Morgan
D000030935,0,Watts for Senate Exploratory Cmte
D000031224,0,Zuckerman Spaeder LLP
D000000843,0,United Dairy Farmers
D000028550,0,RED PAC
D000000402,0,"Welsh, Carson et al"
D000021903,0,Centerbridge Partners
D000035777,0,Mel Watt for Congress Cmte
D000023689,3,21st Century Democrats
D000032227,0,"Cahill, Gordon & Reindel"
D000025591,848,Drummond Co
,12058,FARM SANCTUARY INC
D000032018,0,Bob Brady for Congress
,8416,PENNSYLVANIA AUTOMOTIVE ASSOCIATION
D000000269,0,American Chiropractic Assn
D000027084,1470,Kroger Co
D000044710,3278,CALIFORNIA APPLICANTS ATTORNEYS ASSOC
D000032898,698,Cottonwood Financial
D000000672,557,Charter Communications
,13619,LEADERS FUND
D000022312,2784,Warner Music Group
,6102,BUILDING CONTRACTORS ASSOCIATION OF NEW JERSEY
,16439,TEXAS BUILDS JOBS & OPPORTUNITY FOR A SECURE FUTURE
D000021834,0,American Interventional Pain Physicians
,13622,LEADERSHIP CALIFORNIA
D000021973,0,Entercom Communications
D000027334,1602,Maersk Inc
D000044709,3106,California Apartment Assn
D000032731,0,Cole for Congress
D000019809,0,Council for a Livable World
,6013,BG DISTRIBUTION PARTNERS
D000032811,660,Compuware Corp
D000027078,0,KPAC
,14481,NEW LEADERSHIP COLORADO
D000000697,0,Senate Victory Fund
D000037052,15480,Reschini Group
D000030222,16309,SW Jack Drilling
D000032685,0,Cmte to Elect Gary Ackerman
D000000651,0,National Action Cmte
D000023894,0,America Works
D000037301,0,Rutgers University
D000045033,8000,National Gay & Lesbian Task Force
D000021875,383,Bockorny Group
,4846,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA
D000030794,2735,Variety Wholesalers
D000022059,0,"Kelley, Drye et al"
,6311,COALITION FOR A HEALTHY OREGON
D000032785,0,Commonwealth of Massachusetts
D000022785,11213,COLDWELL BANKER
D000035244,1499,Landry's Restaurants
D000032022,0,Bob Goodlatte for Congress Cmte
D000024328,6011,Best Buy
D000032392,516,Castle Harlan Inc
D000023662,0,Thermo Fisher Scientific
D000019843,3735,FLORIDA CRYSTALS CORP
D000035652,0,Marty Meehan for Congress Cmte
D000034998,7380,"Kaplan, Fox & Kilsheimer"
D000000703,11392,Costco Wholesale
D000022200,0,Professional Airways Systems Specialists
D000044829,12019,Exotic Metals Forming Co
D000021026,3064,Alliance for Quality Nursing Home Care
,16693,TWENTY-ONE PAC
D000021850,0,Aristeia Capital
D000031439,99,Altair Learning Management
D000019747,0,Angelos Law Offices/Baltimore Orioles
,7877,MISSOURI BANKERS ASSOCIATION
D000011030,4467,TEXAS RESTAURANT ASSOC
D000022173,0,PAC for a Change
D000001020,8553,Portland General Electric
D000000482,0,International Dairy Foods Assn
D000021895,10908,CarMax Inc
D000034313,12708,Harbour Group
D000024369,369,Biotechnology Industry Organization
D000033953,1070,Gardere Wynne Sewell LLP
D000035721,14010,McCormack Communications
D000036133,1865,Natural Resources Defense Council
,13325,"JONES FOR ASSEMBLY 2008, DAVE"
D000035724,0,McCotter Congressional Cmte
D000000570,877,Eastman Kodak
,17120,WIECK FOR IOWA SENATE
D000037144,0,RLJ Companies
D000033100,769,Dechert LLP                             
D000034958,0,Judge John Carter for Congress
D000037663,0,Solis for Congress
D000031921,355,Bergman & Frockt
D000026657,4692,Intl Alliance Theatrical Stage Employees
,12738,HARTFORD HOLDINGS LLC
D000036598,0,People for Patty Murray
D000033379,0,Edison Chouest Offshore
D000025108,670,CONSOL Energy
D000035732,0,McGovern Cmte
D000045011,14218,Minnesota Environmental Partnership
D000031493,9970,American Petroleum Institute
,4081,PENNSYLVANIA MEDICAL SOCIETY
D000034411,12799,Hellman & Friedman
D000027527,1693,Medical Facilities of America
D000022197,0,Price for Congress
D000044933,13238,Jacksonville Greyhound Racing
,11321,"CONNOLLY FOR CHAIRMAN, GERRY"
D000022193,0,Podesta Group
D000033024,0,Dan 10
,4054,LOUISIANA MANUFACTURERS ASSOCIATION
D000021965,0,Durst Organization
D000043508,16652,Trilogy Partnership
,15714,SAMSON
,910,ENERGY SOLUTIONS
,13752,LOS ANGELES CASINOS PAC
,15503,"RICHARD 2008, RON"
D000027248,7548,"Lionel, Sawyer & Collins"
D000033868,0,Friends of John Barrasso
,3789,NEW JERSEY FUNERAL DIRECTORS ASSOCIATION
D000035405,0,Lindsey Graham for Senate
D000031251,5623,A-Dec Inc
D000044820,11924,EMPIRE STATE PRIDE AGENDA
D000036617,0,Perlmutter for Congress
D000028557,2189,Reed Elsevier Inc
D000044961,13561,Lance Armstrong Foundation
D000043450,8387,Parker McCay
,4093,MIDWEST GENERATION EME
D000000230,0,America's Community Bankers
,4125,NEIGHBORHOOD PRESERVATION
D000033284,844,DREYERS GRAND ICE CREAM
D000029443,0,TIAA-CREF
D000034783,0,Jackie Speier for Congress
D000031083,17149,Williams Mullen
D000020838,4074,OHIO MEDICAL ASSOC
,11693,DFL SENATE CAUCUS OF MINNESOTA
D000032823,12528,Congressman Bart Gordon Cmte
D000037384,2314,SAS Institute
D000032684,0,Cmte to Elect Artur Davis to Congre
D000035212,1482,"Labaton, Sucharow & Rudoff"
D000033987,12590,Gene Green Congressional Cmte
D000031369,9862,Akonadi Foundation
D000025403,14618,Democratic Party of North Dakota
D000035692,0,Mayo Clinic
D000022275,0,Technology Crossover Ventures
D000032390,0,Castle Campaign Fund
D000028035,14635,Northern Trust
D000000643,0,Baxter International
D000035350,0,Levin for Congress
D000036476,4232,Pajcic & Pajcic
D000032911,704,Cousins Properties
D000022080,0,"Levin, Simes et al"
D000036509,14907,Paramount BioCapital
D000030296,2561,Taylor Energy
D000021974,11994,eScription Inc
D000029531,0,Tuesday Group PAC
,12958,HOUSE REPUBLICAN CAMPAIGN CMTE
D000036749,8540,"Polsinelli, Shalton et al"
D000025729,0,European Aeronautic Defence & Space
D000034490,1247,HJ Kalikow & Co
,16934,"WAGONER, CITIZENS FOR JOHN"
D000029969,2927,Zions Bancorp
,7753,MERCED COUNTY DEMOCRATIC CENTRAL CMTE
D000037821,0,State of Texas
D000000788,10245,Baroda Ventures
D000000528,10693,Cafaro Co
D000036537,0,Pastor for Arizona
D000029308,2533,Swisher International
D000000481,16181,Steiner Equities Group
D000033110,0,Delahunt for Congress Cmte
D000023883,0,Amazon.com
,15266,PROTECT COLORADO JOBS INC
D000031411,9900,"Allen, Allen et al"
,14680,ODONNELL FOUNDATION
D000033473,11959,Environmental Defense Fund
D000000691,1133,Goodyear Tire & Rubber
,15876,SENATE DEMOCRATIC LEADERSHIP FUND
D000000568,0,National Chicken Council
,14063,MCNAIR GROUP
D000021967,862,Duty Free Americas
D000035984,0,Moore Central Management
D000035576,0,Maloney for Congress
D000000744,875,Eastman Chemical
D000032379,511,Casden Properties
,3829,NORTH CAROLINA HOME BUILDERS ASSOCIATION
D000034586,0,Hummer Winblad Venture Partners
D000022192,2068,Pitney Bowes Inc
D000026140,0,Fund for a Conservative Future
D000034422,0,Henry Cueller for Congress 2002
,7859,MISSISSIPPI MEDICAL ASSOCIATION
D000032090,0,Braley For Congress
,3826,FLORIDA HOME BUILDERS ASSOCIATION
D000031714,0,Austin Ventures
D000031182,4773,Yates Petroleum
D000027370,1623,Mantech International
D000035845,1717,Miccosukee Tribe of Indians of Florida
,12613,GREY2K USA
D000031765,286,Bain & Co
D000033404,0,Electronic Arts Inc
,4677,TEXAS CONSUMER FINANCE ASSOCIATION
D000033857,0,Friends of Jane Harman
D000023314,2788,Washington Group
D000000401,155,American Meat Institute
D000031364,3052,Ak-Chin Indian Community
,10900,"CAREY, CITIZENS FOR"
,4708,GEORGIA TRIAL LAWYERS ASSOCIATION
D000031019,0,Westmoreland for Congress
D000021833,140,American Forest & Paper Assn
D000000476,0,State of New York
D000036979,2182,Reagan Outdoor Advertising
D000045067,4159,Ohio Society of CPAs
D000022023,12785,Heartland Values PAC
,16823,VENTURA COUNTY REPUBLICAN PARTY
D000030108,16192,Stevens & Lee
D000045295,1348,Life Technologies Corp
D000035016,0,Kay Granger for Congress
D000024292,335,BearingPoint Inc
D000034089,0,Glover Park Group
D000022242,2333,Seagate Technology
D000022315,9458,WellCare Group
D000036868,15284,Public Service
D000000809,1367,James B Nutter & Co
D000012500,3210,MICHIGAN BANKERS ASSOC
D000033850,0,Friends of Dick Lugar
D000036970,2174,Raymond James Financial
D000000366,181,American Sugar Cane League
D000028493,2139,Pulte Homes
D000035440,1567,Long & Foster Real Estate
D000000450,1824,National Assn of Social Workers
D000028791,2248,Roetzel & Andress
,10925,"CARSON FOR CONGRESS, ANDRE"
D000022144,0,NelNet Inc
D000019674,2109,Principal Life Insurance
D000017972,13259,JG Fogg & Co
D000026944,3904,Kansas City Southern
,16003,"SMITH, CITIZENS FOR SAM"
D000021952,0,DCI Group
D000028889,15728,San Francisco Bar Pilots
D000032113,0,Brian Baird for Congress
D000024140,244,Arvest Bank Group
D000033102,6513,"Decotiis, Fitzpatrick et al"
D000025886,12265,Foster Poultry Farms
D000026637,0,IntercontinentalExchange Inc
,13842,"MA, REELECT FIONA"
D000033166,6571,Diamond Resorts
D000038693,973,FHC Health Systems
D000031816,4100,Barona Band of Mission Indians
,11345,CONTAINER SUPPLY CO
D000033309,0,Duquesne Capital Management
D000036535,1993,Paskenta Band of Nomlaki Indians
D000027997,4138,Nicor Inc
D000025112,673,Constellation Brands
D000026486,1244,Hiscock & Barclay
,3790,NEW YORK STATE FUNERAL DIRECTORS ASSOCIATION
D000032285,479,Capital Group
D000022308,2746,Veterans of Foreign Wars
,14585,NO NEW TAXES A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION
D000000405,0,Interface Group
,4768,VIRGINIA WINE WHOLESALERS ASSOCIATION
D000022153,0,NYSE Euronext
D000030953,17043,Weekley Properties
D000032216,0,C8 Medisensors
D000030982,2828,West American Rubber
D000037647,16017,Snell & Wilmer
D000030263,2551,"Taft, Stettinius & Hollister"
,6154,CAMDEN COUNTY DEMOCRATIC CMTE
,10789,CALIFORNIA PUBLIC SECURITIES ASSOCIATION
,13892,"MALTESE, FRIENDS OF SENATOR SERF"
D000022016,1176,H&R Block
,12874,"HOEFFEL 07, DAMSKER"
,15776,"SAVIANO, FRIENDS FOR"
D000030346,2582,Texas A&M University
D000044687,10416,Blackridge Consulting
D000032153,10600,Brown & Brown
D000035877,0,Mike Ross for Congress Cmte
D000034881,0,Jo Bonner for Congress
D000032867,0,Cooperfund Inc
D000019759,10176,AUTONATION
D000012250,4072,GEORGIA MEDICAL ASSOC
D000021804,17,Acadian Ambulance Service
D000027988,1887,Newmont Mining
D000030573,0,Tufts University
,6166,CAPE MAY COUNTY DEMOCRATIC CMTE
D000044855,14099,"MELLOW, FRIENDS OF BOB"
D000000605,0,Women's Alliance for Israel
D000038170,2791,Washington University In St Louis
D000034960,0,Judy Feder for Congress
D000036953,15351,Ramajal LLC
,4244,PENNSYLVANIA ORTHOPAEDIC SOCIETY
D000021928,0,Commonwealth of Pennsylvania
D000036485,14889,Pallone for Congress
D000034569,1274,Hubbard Broadcasting
D000019790,0,Interpublic Group of Companies
D000031069,2861,William Lyon Homes
D000033168,0,Diamond Ventures
D000022091,7600,Lyondell Chemical
,9033,STEAMSHIP PILOTS ASSOCIATION
D000045030,14407,National Audubon Society
D000022036,0,Huntsman Corp
,4216,OREGON LOCAL GROCERY CMTE
D000022309,0,Victory in November Election PAC
D000000566,2712,US Airways
D000027576,17295,Michigan Chamber of Commerce
D000036011,7958,"Morris, Haynes & Hornsby"
D000037738,2448,SPS Studios
,8666,REPUBLICAN CENTRAL CMTE OF ORANGE COUNTY
D000022038,1301,Illinois Tool Works
D000000215,3195,Sanofi-Aventis
,10265,BATCHELDER FOR REPRESENTATIVE CMTE
D000032709,0,Coble for Congress '92
D000037416,2324,Schnuck Markets
D000031568,10040,Antares Capital
D000022225,2247,Robson Communities
,3617,ASSOCIATION OF PENNSYLVANIA STATE COLLEGE & UNIVERSITY FACULTIES
D000022077,1515,Leadership in the New Century
,17005,WASSERMAN FOUNDATION
D000032046,0,Booz Allen Hamilton
D000021954,0,DEG Capital Partners
D000044948,13364,Karmanos Cancer Institute
D000000294,0,Shorenstein Co
,12921,HOOSIERS FOR ECONOMIC GROWTH
D000023851,85,Allegheny Technologies
D000037784,16158,Starkey Laboratories                    
D000022265,2459,"Stanley, Mandel & Iola"
D000025561,0,Dow Lohnes PLLC
D000031798,304,Barbara Lee Family Foundation
D000037074,2217,Reyes Holdings
D000031685,263,Atlantic Development Group              
D000022207,15264,Prosperity PAC
D000000515,11829,Dyson-Kissner-Moran Corp
D000022067,13509,Krumme Oil
D000030693,0,University of Southern California
D000027996,0,Nickles Group
D000034188,1151,Greenspun Corp
D000025515,0,Direct Supply Inc
D000022010,12593,Green Mountain PAC
,12495,GOLDEN DOOR INITIATIVE
D000032472,0,Certain Software Inc
D000030302,11916,Team Emerson
D000023743,5630,ACE INA
D000043267,10041,ANTHEM BLUE CROSS BLUE SHIELD
D000030646,16750,University of Arizona
D000022124,14373,Murtha for Congress Cmte
,4860,MICHIGAN HOUSE DEMOCRATIC FUND
D000032066,0,Boucher for Congress Cmte
D000026264,12525,GOPAC America
D000022495,3209,INDEPENDENT BANKERS ASSOC OF TEXAS
,12907,HOME BUILDERS ASSOCIATION OF VIRGINIA
D000035078,0,Kevin Mccarthy for Congress
D000030849,0,Visclosky for Congress Cmte
D000030904,2781,Ward Petroleum
D000045127,4454,Real Estate Board of New York
D000000644,0,Tyco International
D000021944,736,Cubic Corp
,13498,"KRANCER FOR SUPREME COURT, MIKE"
D000030405,0,Thornberry for Congress
D000030254,9092,T&M Assoc
D000032820,665,Confederated Tribes of Grand Ronde
D000031673,258,Asurion Corp
D000041382,10292,Beacon Capital Partners
,4242,PENNSYLVANIA INSTITUTE OF CPAS
,15763,"SARLO, ELECTION FUND OF SENATOR PAUL"
D000029929,2900,WR Berkley Corp
,10091,ARIYAN FOR SENATE
D000044876,6954,Grande Communications
D000034137,12537,Gotham Capital
D000022316,0,Wells Real Estate Funds
,3618,FACULTY ASSOCIATION OF CALIFORNIA COMMUNITY COLLEGES
,13937,MARKETING INVESTORS CORP
D000031323,32,Adobe Systems
D000027319,13840,M-PAC
D000033440,0,Endeavor Agency
D000022229,2269,RPM International
D000031770,290,Baker & McKenzie
D000016610,7218,IOWA BANKERS ASSOC
D000022095,0,Making Business Excel PAC
D000032688,0,Cmte to Elect Mike McIntyre to Congress
D000020879,4010,TENNESSEE TRIAL LAWYERS ASSOC
D000019237,0,Kohlberg & Co
D000032796,656,COMPASS BANK
D000000754,45,AEGON USA
D000021871,0,Beverly Enterprises
,4145,NORTHEAST INDIANA FOR BETTER GOVERNMENT
,14206,MILTON & ROSE D FRIEDMAN FOUNDATION
D000024850,0,Citizens United
D000034157,0,Grant & Eisenhofer
D000037098,0,Richard E Neal for Congress Cmte
D000033155,11689,Dewey Square Group
D000030662,0,University of Iowa
D000032591,0,Citizens for Cochran
D000032306,0,Capitol Counsel
,5780,ANDERSON FINANCIAL SERVICES DBA LOANMAX
D000030414,0,Tiberi 2000
D000022213,2180,Re/Max
D000021910,0,Childrens Research & Education Institute
D000045005,14179,MIDWEST POULTRY SERVICES
D000028121,4160,Oklahoma Independent Petroleum Assn
D000000394,0,Cellular Telecom & Internet Assn
D000030123,2484,Stites & Harbison
,8822,SANTA CLARA COUNTY DEMOCRATIC CENTRAL CMTE
,7585,LOUISIANA MEDICAL ASSOCIATION
D000032913,708,Coventry First
D000045239,16758,University of Sussex
D000022094,0,Majority Initiative-Keep Electing Repubs
D000033263,0,Doyle for Congress Cmte
,10664,BURLINGTON COUNTY DEMOCRATIC CMTE
,14580,NIXON FOR GOVERNOR
,15860,SEITZ FOR STATE SENATE
D000020878,4715,OREGON TRIAL LAWYERS ASSOC
,4481,TEXAS ELECTRIC COOPERATIVES
D000028164,1952,Orbital Sciences Corp
D000025741,949,Faegre & Benson
D000022037,0,IDT Corp
D000021945,0,Cummins Inc
D000000506,0,"Masters, Mates & Pilots Union"
D000037411,0,Schiff for Congress
D000037563,2383,Sierra Pacific Industries
D000028491,2135,Puget Sound Energy
D000035630,0,Markey for Congress Cmte
D000044816,3607,ELECTRONIC DATA SYSTEMS
D000037285,15664,Rush Enterprises
,14782,"OPPENHEIMER, FRIENDS OF SUZI"
D000027592,0,Mid-Atlantic Laborers' Political League
D000037286,0,Rush Holt for Congress
D000045006,11941,Mike Eng for Assembly 2008
,3388,PENNSYLVANIA CHAMBER OF BUSINESS & INDUSTRY
,17110,"WHITE, FRIENDS OF SENATOR DON"
D000036623,0,Perot Systems
D000036590,14994,Pennoni Assoc
D000029434,2599,Thompson & Knight
D000034037,1104,GFI Group
D000036429,0,Ospraie Management
,3810,GULFSTREAM PARK RACING ASSOCIATION
D000033439,906,EnCap Investments
,3740,FLORIDA PHOSPHATE
D000033184,807,Discovery Communications
,16673,"TRUNZO CAMPAIGN FUND, CAESAR"
,16739,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS
D000045187,16074,Southern Gardens Citrus
D000028681,4950,Republican Party of Vermont
,3126,ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
D000022246,2352,Servicemaster Co
D000045264,17078,WESTERN OIL FIELD SUPPLY CO
D000021994,0,Freeman Spogli & Co
,4049,FLORIDA MANUFACTURED HOUSING ASSOCIATION
D000021808,49,Affiliated Managers Group
,10890,"CARDINALE, FUND OF SENATOR"
D000035696,7672,MBI GluckShaw Group
,16494,THE ARC OF THE UNITED STATES
D000033897,0,Friends of Sherrod Brown
,9799,ACORN
D000044932,13227,J&J Blue Enterprises
D000044899,12849,Hillwood Development
D000035003,0,Kaptur for Congress
,10325,BELMONT OIL & GAS
D000035358,1536,Lewis & Roca
D000019059,4678,TEXAS CREDIT UNION LEAGUE
D000022033,12999,Hugo Neu Corp
D000029401,2583,Texas Assn for Home Care
D000033892,0,Friends of Sam Johnson
,12374,"GARRISON FOR OHIO, JENNIFER"
D000033537,0,Evercore Partners
D000034184,0,Greenhill & Co
,3176,CALIFORNIA MOTOR CAR DEALERS ASSOCIATION
D000034653,0,Indiana University
,13697,"LIEU FOR ASSEMBLY 2008, TED"
,3778,FOX GROUP
D000000456,0,US Telecom Assn
,12370,"GARDNER, CITIZENS FOR"
D000030786,0,Vanderbilt University
D000030327,2570,Temple University
D000036178,1879,New Dominion
D000029094,0,SNOWPAC
D000021847,10075,Arca Foundation
D000026547,0,Humane USA PAC
D000044643,9969,American Patriot Group
,15693,SAGE ADVICE INVESTMENTS
D000045092,14990,Peninsula Open Space Trust
D000000316,1793,Mutual of Omaha
D000022109,1696,Medline Industries
D000017380,11233,COLORADO BANKERS ASSOC
,6866,FUND FOR ANIMALS
,11566,DAYTON DEVELOPMENT CO
,13538,LAGO LLC
,15516,"RICHARDSON, CMTE TO ELECT GLENN"
,17093,WESTPORT FUEL SYSTEMS
D000023810,0,Alamo PAC
D000032686,0,Cmte to Elect Lincoln Davis
D000029311,2542,Syngenta Corp
D000000587,16031,Solomont Bailis Ventures
D000020994,14398,NASDAQ OMX Group
D000036364,1936,Ohio State University
D000035122,13455,Kirby McInerney
,17048,"WEINZAPFEL FOR MAYOR CMTE, JONATHAN"
D000022177,1998,Paul & Hanley
,11173,"LALLY-GREEN TO PENNSYLVANVIA SUPREME COURT, CMTE TO ELECT MAUREEN"
D000029236,16213,"Stoel, Rives et al"
,12973,HOWELL FOR DELEGATE
D000026298,1144,Great Plains Energy
D000035426,13721,Lobiondo for Congress
D000000608,0,American Land Title Assn
D000022064,0,KITPAC
D000026283,1138,Grant Thornton LLP
D000033242,832,Doracon Contracting
D000022276,0,Tenn PAC
D000023775,46,AES Corp
D000023653,4106,Soboba Band of Luiseno Indians
,3395,CHICAGO AUTO TRADE ASSOCIATION
,5631,TEXAS CLASSROOM TEACHERS ASSOCIATION
D000024562,459,California Portland Cement Co
D000031926,0,Berkshire Group
D000023650,4112,Mohegan Tribe of Indians
D000030923,0,Wasserman Media Group
D000024121,0,Argon ST
D000000468,933,Estee Lauder Companies
D000033979,12393,Geier Group
D000000676,0,National Pork Producers Council
D000034394,12786,Heartplace
D000036911,0,Quinn Emanuel Llp
D000013790,3212,OREGON BANKERS ASSOC
D000037751,2452,St Joe Co
D000020152,4722,CALIFORNIA TRUCKING ASSOC
,12965,HOUSE SENATE DEMOCRATIC CAUCUS
,16353,TASK FORCE CALIFORNIA CMTE - NO ON 8
D000025519,6589,DMJM+HARRIS
D000029514,2648,Trinity Industries
D000030728,0,US Dept of Transportation
D000030183,0,Sun Capital Partners
D000022066,0,"Koskoff, Koskoff & Bieder"
D000033841,17164,Friends of Charlie Wilson
D000019414,1713,METROPOLITAN LIFE INSURANCE
D000021914,595,City National Bank
D000033127,4934,Democratic Party of Tennessee
D000021990,0,Forward Together PAC
D000045107,15094,Picayune Rancheria of Chukchansi Indians
D000045042,8101,NEW JERSEY APARTMENT ASSOC
D000021700,0,Ameriprise Financial
D000032977,733,CSO Architects
D000028434,15201,Premier Inc
D000022096,0,Managed Funds Assn
D000029872,0,Willis Group
,7987,NASSAU COUNTY REPUBLICAN CMTE
D000021924,0,College of William & Mary
D000040964,1357,JA Tiberti Construction
D000000567,2410,Smurfit-Stone Container Corp
D000044663,3127,ASSOC OF CALIFORNIA SCHOOL ADMINISTRATOR
,11691,"DEWINE, CITIZENS FOR"
,3861,TENNESSEE MEDICAL ASSOCIATION
D000032968,11462,Crown Iron Works
D000036857,2125,Pruet Oil
D000022203,0,ProLogic Inc
D000032092,10534,Braman Management
D000033598,12069,Fattah for Congress
D000028612,0,Republican Jewish Coalition
D000024375,372,Black Hills Corp
,12093,"FEUER FOR ASSEMBLY 2008, MIKE"
D000000798,0,Mack Co
D000031282,0,Access Industries
D000000735,0,Assn of American Railroads
D000031877,0,Bed Bath & Beyond
D000036219,1888,NGN Capital
,14884,PADILLA FOR SENATE
D000037205,2254,Roll International
,13359,KANSAS REPUBLICAN SENATORIAL CMTE
D000032552,9622,ChoicePoint Inc
D000026558,1285,Husch Blackwell Sanders LLP
,15461,REPUBLICAN CMTE OF LANCASTER COUNTY
D000035110,1443,King Pharmaceuticals
D000027783,0,Narragansett Bay PAC
,13290,JMI INC
D000033133,784,Denny Miller Assoc
D000000732,0,National Franchisee Assn
D000022133,0,National Funeral Directors Assn
D000021856,0,B&D Consulting
D000033670,987,First Atlantic Capital
D000030169,2500,Suffolk Construction
,7848,MISSISSIPPI BANKERS ASSOCIATION
D000022291,2677,Unisys Corp
,16811,VANDREW ALBANO & MILAM FOR THE 1ST
D000035791,0,Menendez for Senate
D000029399,2581,Texas & Southwestern Cattle Raisers
D000045062,14660,Nutter for Mayor
D000021820,0,America's Leadership PAC
D000037299,0,Rustic Canyon Partners
D000022021,1210,HDR Inc
D000031645,0,Artisan Partners
D000032041,390,Bollinger Shipyards
D000027969,0,New Millennium PAC
,12834,HIGHMARK
D000000327,1016,FMC Corp
D000031306,0,Adam Smith for Congress
D000000623,0,AEA Investors
,10640,BUCKS VICTORY
D000033736,0,Foley Hoag LLP
D000045191,16113,Spirit Properties
D000033486,11968,Epic Systems
D000031512,0,American University
D000045093,8418,Pennsylvania Bar Assn
,8818,SAN JOAQUIN COUNTY REPUBLICAN CENTRAL CMTE
D000023948,0,American Dietetic Assn
,4706,NEW JERSEY LEGAL PAC
,12070,FCCI SERVICES
,10371,BETTER WAY TO FIGHT CRIME CMTE
D000031071,2862,William Morris Agency
D000032432,10961,Celgene Corp
D000020981,0,Venetian Casino Resort
D000023635,6074,Bridgestone Americas
D000019258,226,Arch Coal
D000021888,471,Campaign for Working Families
D000000427,0,Cooper Industries
D000030274,0,Tammy Baldwin for Congress
D000033860,0,Friends of Jeb Hensarling
D000044846,3743,Florida Retail Federation
D000028800,2252,Rohm & Haas
D000032652,11127,Clayton Williams Energy
D000024236,3202,"Bakery, Confectionery & Tobacco Workers"
D000034612,0,Icahn Assoc
,4480,RUMSEY INDIAN RANCHERIA
D000035878,0,Mike Thompson for Congress
,4910,OHIO SENATE DEMOCRATS
D000032992,0,Cummings for Congress Campaign Cmte
D000035432,0,Lofgren for Congress
D000044614,0,Chemed Corp
D000023782,56,AGL Resources
D000033858,0,Friends of Jared Polis Cmte
,10191,"BACON, CITIZENS FOR KEVIN"
D000043130,0,Serco Group
D000031160,0,WR Hambrecht & Co
D000028509,2158,Radiance Technologies
D000000471,7061,HealthSouth Corp
D000000586,870,Eagle Forum
D000044892,11577,Hector De La Torre for State Assem
D000036926,15326,RA Capital Advisors
D000028417,2092,Powell Goldstein LLP
D000043501,12516,Goodrich Properties
D000000626,0,American Speech-Language-Hearing Assn
D000030695,0,University of Utah
D000037730,16117,Spo Partners & Co
D000021823,0,American Academy of Pediatric Dentistry
D000028712,0,Rhode Island Hope PAC
D000033312,0,Dutch Ruppersberger for Congress
D000000513,0,Florida Sugar Cane League
D000044712,10733,CALIFORNIA ASSOC OF PHYSICIAN GROUPS
D000028033,8232,Northeast Utilities Service Co
D000035469,1572,Lowe Enterprises
D000000687,3477,Development Specialists Inc
,14602,"NORMENT, FRIENDS OF TOMMY"
D000029510,2640,Triad Hospitals
D000030820,0,Vestar Capital Partners
D000029113,2416,Solvay Pharmaceuticals
D000044926,4026,International Longshore/Warehouse Union
D000033417,11911,Ellwood Group
D000035488,0,Lucille Roybal-Allard for Congress
,10616,"BROWNE, CITIZENS FOR PAT"
D000022808,0,Federal Policy Group
,10846,CAMPAIGN FOR PENNSYLVANIAS FUTURE
D000026499,1258,Holland & Hart
,10421,"BLANCO CAMPAIGN FUND, KATHLEEN"
D000031420,92,Allied Partners Inc
D000037073,0,Reyes Cmte
D000032215,0,C2 Group
D000029282,16280,SunPAC
D000044735,10944,Cates Law Firm
D000022186,15054,Peterson Companies
D000026216,1107,Gibbons PC
,13757,LOS ANGELES POLICE PROTECTIVE LEAGUE
D000000281,1183,Halliburton Co
D000000612,15283,Public Service Enterprise Group
D000030668,16754,University of Massachusetts
D000031418,5729,Allied Beverage Group
,14784,OPPORTUNITY PAC II
D000025917,0,Freedom & Democracy Fund
D000024544,453,"Calfee, Halter & Griswold"
,6428,CONSUMER LENDING ALLIANCE
D000035875,14985,Mike Pence Cmte
D000000600,0,Oxbow Corp                              
D000021810,68,AJ Dwoskin & Assoc
D000021986,0,First State PAC
D000022069,0,LA PAC
D000036606,2018,Peppermill Casinos
D000032545,0,Chilton Investments
D000032641,0,Clark Enterprises
,14819,OREGON WAR VETERANS ASSOCIATION
,6593,DOCTORS FOR HEALTHY COMMUNITIES
D000027158,0,Leadership 21
D000037408,0,Schauer for Congress
D000028430,2097,Praxair Inc
,16208,"STIVERS, CITIZENS FOR"
D000025230,15405,Dam PAC
,6691,EMPLOYERS INSURANCE CO OF NEVADA
D000035906,0,"Miller, Buckfire & Co"
,13183,IOTC GROUP
D000022031,0,House Conservatives Fund
D000033044,0,Darlene Hooley for Congress
D000024667,526,CEMEX Inc
D000034226,0,GSC Group
D000025122,675,Consumer Electronics Assn
D000032051,10508,Boscov's Department Store
D000025674,0,Emergent BioSolutions
D000024212,281,Avista Corp
D000021946,11493,Curves International
,6146,CALIFORNIA CHIROPRACTIC ASSOCIATION
,8670,REPUBLICAN FINANCE CMTE OF BUCKS COUNTY
D000032491,0,Charles Boustany Jr for Congress
D000026738,13258,Jazz PAC
D000031869,5973,"Beasley, Allen et al"
D000044794,4811,Democratic Party of Colorado
